ID,Gender,Marital Status,Relationship Rating,Age,Education,Household Income,Employment Status
973,female,partner,1,20,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - looking for work
974,male,partner,1,23,"Some college, no degree","40,000 to 49,999",working as paid employee
974,female,partner,2,22,"Some college, no degree","40,000 to 49,999",working as paid employee
975,male,partner,2,20,"Some college, no degree","35,000 to 39,999",not working - looking for work
975,female,partner,2,21,"Some college, no degree","35,000 to 39,999",working as paid employee
976,male,partner,2,32,"Some college, no degree","40,000 to 49,999",working as paid employee
976,female,partner,2,29,Master's degree,"40,000 to 49,999",working as paid employee
977,male,partner,2,28,Professional or doctorate degree,"60,000 to 74,999",working as paid employee
977,female,partner,1,25,"Some college, no degree","60,000 to 74,999",not working - other
978,male,partner,1,36,10th grade,"30,000 to 34,999",working as paid employee
978,female,partner,2,43,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - other
979,male,partner,1,23,High school graduate - diploma or the equivalent (GED),"Less than 5,000",not working - other
979,female,partner,2,21,9th grade,"Less than 5,000",not working - other
980,male,partner,4,59,"Some college, no degree","60,000 to 74,999",not working - retired
980,female,partner,3,61,Associate degree,"60,000 to 74,999",not working - retired
981,male,partner,1,37,"Some college, no degree","50,000 to 59,999",not working - looking for work
981,female,partner,1,33,Associate degree,"50,000 to 59,999",working as paid employee
982,male,partner,1,22,Bachelor's degree,"30,000 to 34,999",working as paid employee
982,female,partner,1,22,Bachelor's degree,"30,000 to 34,999",working as paid employee
983,male,partner,4,29,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
983,female,partner,2,24,Bachelor's degree,"60,000 to 74,999",working as paid employee
984,male,partner,1,31,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",not working - on a temporary layoff from a job
984,female,partner,2,24,"Some college, no degree","25,000 to 29,999",working as paid employee
985,male,partner,2,56,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",working as paid employee
985,female,partner,1,46,"Some college, no degree","75,000 to 84,999",not working - looking for work
986,male,partner,1,31,High school graduate - diploma or the equivalent (GED),"50,000 to 59,999",working as paid employee
986,female,partner,1,30,Associate degree,"50,000 to 59,999",working as paid employee
987,male,partner,1,53,Bachelor's degree,"25,000 to 29,999",working as paid employee
987,female,partner,2,55,High school graduate - diploma or the equivalent (GED),"7,500 to 9,999",not working - disabled
988,male,partner,2,53,Bachelor's degree,"50,000 to 59,999",working as paid employee
988,female,partner,2,51,Bachelor's degree,"50,000 to 59,999",working as paid employee
989,male,partner,2,56,High school graduate - diploma or the equivalent (GED),"25,000 to 29,999",working as paid employee
989,female,partner,5,44,Associate degree,"20,000 to 24,999",not working - other
990,male,partner,2,22,"Some college, no degree","40,000 to 49,999",working as paid employee
990,female,partner,2,23,Associate degree,"40,000 to 49,999",working as paid employee
991,male,partner,2,58,High school graduate - diploma or the equivalent (GED),"40,000 to 49,999",working as paid employee
991,female,partner,2,57,"Some college, no degree","40,000 to 49,999",not working - disabled
992,male,partner,1,22,Associate degree,"85,000 to 99,999",working as paid employee
992,female,partner,1,23,Associate degree,"85,000 to 99,999",working as paid employee
993,male,partner,2,26,9th grade,"60,000 to 74,999",working as paid employee
993,female,partner,2,24,High school graduate - diploma or the equivalent (GED),"75,000 to 84,999",not working - looking for work
994,male,partner,2,48,Bachelor's degree,"12,500 to 14,999",not working - looking for work
994,female,partner,2,42,Associate degree,"25,000 to 29,999",working as paid employee
995,male,partner,2,30,Professional or doctorate degree,"60,000 to 74,999",working as paid employee
995,female,partner,4,30,Professional or doctorate degree,"60,000 to 74,999",working as paid employee
996,male,partner,2,21,"Some college, no degree","10,000 to 12,499",working as paid employee
996,female,partner,1,20,"Some college, no degree",Unknown,working as paid employee
997,male,partner,2,48,Professional or doctorate degree,"175,000 or more",working as paid employee
997,female,partner,2,48,Associate degree,"Less than 5,000",not working - disabled
998,male,partner,1,51,Bachelor's degree,"25,000 to 29,999","working, self-employed"
998,female,partner,2,21,High school graduate - diploma or the equivalent (GED),"15,000 to 19,999",not working - looking for work
999,male,partner,2,40,Master's degree,"175,000 or more",working as paid employee
999,female,partner,2,38,Bachelor's degree,"175,000 or more",working as paid employee
1000,male,partner,1,27,Associate degree,"85,000 to 99,999",working as paid employee
1000,female,partner,1,26,"Some college, no degree","85,000 to 99,999",working as paid employee
1001,male,partner,1,19,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
1001,female,partner,1,20,"Some college, no degree","60,000 to 74,999",working as paid employee
1002,male,partner,2,24,"Some college, no degree","75,000 to 84,999",working as paid employee
1002,female,partner,2,25,Bachelor's degree,"75,000 to 84,999",working as paid employee
1003,male,partner,2,33,Master's degree,"85,000 to 99,999","working, self-employed"
1003,female,partner,2,27,Bachelor's degree,"85,000 to 99,999",working as paid employee
1004,male,partner,1,64,Associate degree,"85,000 to 99,999",working as paid employee
1004,female,partner,1,59,"Some college, no degree","85,000 to 99,999",working as paid employee
1005,male,partner,1,45,High school graduate - diploma or the equivalent (GED),"100,000 to 124,999",working as paid employee
1005,female,partner,1,39,Associate degree,"100,000 to 124,999",working as paid employee
1006,male,partner,2,41,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999","working, self-employed"
1006,female,partner,4,53,"Some college, no degree","60,000 to 74,999",working as paid employee
1007,male,partner,3,56,Associate degree,"15,000 to 19,999",not working - disabled
1007,female,partner,2,51,Associate degree,"15,000 to 19,999",not working - other
1008,male,partner,2,20,"Some college, no degree","Less than 5,000",working as paid employee
1008,female,partner,2,19,"Some college, no degree","Less than 5,000",working as paid employee
1009,male,partner,4,46,Associate degree,"60,000 to 74,999",working as paid employee
1009,female,partner,3,43,Associate degree,"60,000 to 74,999",working as paid employee
1010,male,partner,4,47,"Some college, no degree","40,000 to 49,999",not working - disabled
1010,female,partner,4,34,Associate degree,"40,000 to 49,999",working as paid employee
1011,male,partner,2,44,9th grade,"60,000 to 74,999",not working - disabled
1011,female,partner,2,60,Bachelor's degree,"60,000 to 74,999",not working - disabled
1012,male,partner,1,50,Bachelor's degree,"60,000 to 74,999",not working - looking for work
1012,female,partner,1,63,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
1013,male,partner,1,37,"Some college, no degree","Less than 5,000",working as paid employee
1013,female,partner,2,26,"Some college, no degree","Less than 5,000",not working - other
1014,male,partner,3,33,"Some college, no degree",Unknown,working as paid employee
1014,female,partner,4,25,"Some college, no degree","40,000 to 49,999",working as paid employee
1015,male,partner,1,30,Master's degree,"125,000 to 149,999",working as paid employee
1015,female,partner,1,25,Bachelor's degree,"125,000 to 149,999",working as paid employee
1016,male,partner,1,30,"Some college, no degree","100,000 to 124,999",working as paid employee
1016,female,partner,1,36,"Some college, no degree","85,000 to 99,999",working as paid employee
1017,male,partner,1,54,Bachelor's degree,"35,000 to 39,999","working, self-employed"
1017,female,partner,1,62,Associate degree,"30,000 to 34,999",not working - looking for work
1018,male,partner,2,38,"Some college, no degree","60,000 to 74,999","working, self-employed"
1018,female,partner,2,50,"Some college, no degree","60,000 to 74,999",working as paid employee
1019,male,partner,2,49,High school graduate - diploma or the equivalent (GED),"60,000 to 74,999",working as paid employee
1019,female,partner,5,53,Associate degree,"60,000 to 74,999",not working - looking for work
1020,male,partner,2,44,"Some college, no degree","35,000 to 39,999",working as paid employee
1020,female,partner,5,40,Associate degree,"40,000 to 49,999",working as paid employee
1021,male,partner,1,38,Associate degree,"50,000 to 59,999",working as paid employee
1021,female,partner,1,39,Bachelor's degree,"50,000 to 59,999",not working - looking for work
1022,male,partner,2,27,High school graduate - diploma or the equivalent (GED),"30,000 to 34,999",not working - looking for work
1022,female,partner,2,24,"Some college, no degree","30,000 to 34,999",working as paid employee
1023,male,partner,1,52,"Some college, no degree","85,000 to 99,999",working as paid employee
1023,female,partner,1,52,High school graduate - diploma or the equivalent (GED),"85,000 to 99,999",working as paid employee
1024,male,partner,1,42,"Some college, no degree","60,000 to 74,999",working as paid employee
1024,female,partner,1,37,"Some college, no degree","60,000 to 74,999",working as paid employee
1025,male,partner,1,53,"Some college, no degree","40,000 to 49,999",working as paid employee
1025,female,partner,1,54,"Some college, no degree","15,000 to 19,999",working as paid employee
1026,male,partner,2,61,Master's degree,"175,000 or more","working, self-employed"
1026,female,partner,3,60,Bachelor's degree,Unknown,working as paid employee
1027,male,partner,2,48,11th grade,"7,500 to 9,999",not working - looking for work
1027,female,partner,4,26,11th grade,Unknown,not working - disabled
1028,male,partner,1,43,Bachelor's degree,"50,000 to 59,999",working as paid employee
1028,female,partner,2,49,Bachelor's degree,"50,000 to 59,999",working as paid employee
1029,male,partner,1,57,Bachelor's degree,"30,000 to 34,999",not working - disabled
1029,female,partner,1,55,"Some college, no degree","60,000 to 74,999",not working - retired
1030,male,partner,1,55,High school graduate - diploma or the equivalent (GED),"35,000 to 39,999",working as paid employee
1030,female,partner,2,55,Associate degree,"20,000 to 24,999",not working - retired
